"","dose","auc","specificity","sensitivity","correction"
"191",3750,0.928571428571429,1,0.642857142857143,"allcorrected"
"192",3770,0.928571428571429,1,0.642857142857143,"allcorrected"
"193",3790,0.928571428571429,1,0.642857142857143,"allcorrected"
"194",3810,0.928571428571429,1,0.642857142857143,"allcorrected"
"195",3830,0.928571428571429,1,0.642857142857143,"allcorrected"
"196",3850,0.928571428571429,1,0.642857142857143,"allcorrected"
"197",3870,0.928571428571429,1,0.642857142857143,"allcorrected"
"198",3890,0.928571428571429,1,0.642857142857143,"allcorrected"
"199",3910,0.928571428571429,1,0.642857142857143,"allcorrected"
"200",3930,0.928571428571429,1,0.642857142857143,"allcorrected"
"201",3950,0.928571428571429,1,0.642857142857143,"allcorrected"
"202",3970,0.928571428571429,1,0.642857142857143,"allcorrected"
"203",3990,0.964285714285714,1,0.642857142857143,"allcorrected"
"204",4010,0.928571428571429,1,0.642857142857143,"allcorrected"
"205",4030,0.928571428571429,1,0.642857142857143,"allcorrected"
"206",4050,0.928571428571429,1,0.642857142857143,"allcorrected"
"207",4070,0.928571428571429,1,0.642857142857143,"allcorrected"
"208",4090,0.928571428571429,1,0.642857142857143,"allcorrected"
"209",4110,0.928571428571429,1,0.642857142857143,"allcorrected"
"210",4130,0.928571428571429,1,0.642857142857143,"allcorrected"
"211",4150,0.928571428571429,1,0.642857142857143,"allcorrected"
"212",4170,0.928571428571429,1,0.642857142857143,"allcorrected"
"213",4190,0.928571428571429,1,0.642857142857143,"allcorrected"
"214",4210,0.928571428571429,1,0.642857142857143,"allcorrected"
"215",4230,0.928571428571429,1,0.642857142857143,"allcorrected"
"216",4250,0.928571428571429,1,0.642857142857143,"allcorrected"
"217",4270,0.928571428571429,1,0.642857142857143,"allcorrected"
"218",4290,0.928571428571429,1,0.642857142857143,"allcorrected"
"219",4310,0.928571428571429,1,0.642857142857143,"allcorrected"
"220",4330,0.928571428571429,1,0.642857142857143,"allcorrected"
"221",4350,0.928571428571429,1,0.642857142857143,"allcorrected"
"222",4370,0.928571428571429,1,0.642857142857143,"allcorrected"
"223",4390,0.928571428571429,1,0.642857142857143,"allcorrected"
"224",4410,0.928571428571429,1,0.642857142857143,"allcorrected"
"225",4430,0.928571428571429,1,0.642857142857143,"allcorrected"
"226",4450,0.928571428571429,1,0.642857142857143,"allcorrected"
"227",4470,0.928571428571429,1,0.642857142857143,"allcorrected"
"228",4490,0.928571428571429,1,0.642857142857143,"allcorrected"
"229",4510,0.928571428571429,1,0.642857142857143,"allcorrected"
"230",4530,0.928571428571429,1,0.642857142857143,"allcorrected"
"231",4550,0.928571428571429,1,0.642857142857143,"allcorrected"
"232",4570,0.928571428571429,1,0.642857142857143,"allcorrected"
"233",4590,0.928571428571429,1,0.642857142857143,"allcorrected"
"234",4610,0.928571428571429,1,0.642857142857143,"allcorrected"
"235",4630,0.928571428571429,1,0.642857142857143,"allcorrected"
"236",4650,0.928571428571429,1,0.642857142857143,"allcorrected"
"237",4670,0.928571428571429,1,0.642857142857143,"allcorrected"
"238",4690,0.928571428571429,1,0.714285714285714,"allcorrected"
"239",4710,0.928571428571429,1,0.714285714285714,"allcorrected"
"240",4730,0.928571428571429,1,0.642857142857143,"allcorrected"
"241",4750,0.928571428571429,1,0.714285714285714,"allcorrected"
"242",4770,0.928571428571429,1,0.642857142857143,"allcorrected"
"243",4790,0.892857142857143,1,0.714285714285714,"allcorrected"
"244",4810,0.928571428571429,1,0.714285714285714,"allcorrected"
"245",4830,0.928571428571429,1,0.642857142857143,"allcorrected"
"246",4850,0.928571428571429,1,0.714285714285714,"allcorrected"
"247",4870,0.928571428571429,1,0.714285714285714,"allcorrected"
"248",4890,0.928571428571429,1,0.678571428571429,"allcorrected"
"249",4910,0.928571428571429,1,0.642857142857143,"allcorrected"
"250",4930,0.928571428571429,1,0.714285714285714,"allcorrected"
"251",4950,0.928571428571429,1,0.714285714285714,"allcorrected"
"252",4970,0.928571428571429,1,0.714285714285714,"allcorrected"
"253",4990,0.928571428571429,1,0.714285714285714,"allcorrected"
"254",5010,0.946428571428571,1,0.714285714285714,"allcorrected"
"255",5030,0.928571428571429,1,0.714285714285714,"allcorrected"
"256",5050,0.928571428571429,1,0.642857142857143,"allcorrected"
"257",5070,0.928571428571429,1,0.714285714285714,"allcorrected"
"258",5090,0.910714285714286,1,0.714285714285714,"allcorrected"
"259",5110,0.928571428571429,1,0.714285714285714,"allcorrected"
"260",5130,0.928571428571429,1,0.678571428571429,"allcorrected"
"261",5150,0.928571428571429,1,0.714285714285714,"allcorrected"
"262",5170,0.928571428571429,1,0.714285714285714,"allcorrected"
"263",5190,0.928571428571429,1,0.642857142857143,"allcorrected"
"264",5210,0.928571428571429,1,0.714285714285714,"allcorrected"
"265",5230,0.928571428571429,1,0.714285714285714,"allcorrected"
"266",5250,0.928571428571429,1,0.678571428571429,"allcorrected"
"267",5270,0.928571428571429,1,0.714285714285714,"allcorrected"
"268",5290,0.928571428571429,1,0.714285714285714,"allcorrected"
"269",5310,0.910714285714286,1,0.714285714285714,"allcorrected"
"270",5330,0.928571428571429,1,0.714285714285714,"allcorrected"
"271",5350,0.928571428571429,1,0.642857142857143,"allcorrected"
"272",5370,0.928571428571429,1,0.571428571428571,"allcorrected"
"273",5390,0.964285714285714,1,0.714285714285714,"allcorrected"
"274",5410,0.928571428571429,1,0.714285714285714,"allcorrected"
"275",5430,0.928571428571429,1,0.642857142857143,"allcorrected"
"276",5450,0.928571428571429,1,0.714285714285714,"allcorrected"
"277",5470,0.928571428571429,1,0.571428571428571,"allcorrected"
"278",5490,0.928571428571429,1,0.714285714285714,"allcorrected"
"279",5510,0.928571428571429,1,0.714285714285714,"allcorrected"
"280",5530,0.928571428571429,1,0.714285714285714,"allcorrected"
"281",5550,0.928571428571429,1,0.714285714285714,"allcorrected"
"282",5570,0.928571428571429,1,0.714285714285714,"allcorrected"
"283",5590,0.928571428571429,1,0.714285714285714,"allcorrected"
"284",5610,0.928571428571429,1,0.714285714285714,"allcorrected"
"285",5630,0.928571428571429,1,0.714285714285714,"allcorrected"
"286",5650,0.910714285714286,1,0.642857142857143,"allcorrected"
"287",5670,0.928571428571429,1,0.714285714285714,"allcorrected"
"288",5690,0.928571428571429,1,0.714285714285714,"allcorrected"
"289",5710,0.928571428571429,1,0.571428571428571,"allcorrected"
"290",5730,0.928571428571429,1,0.714285714285714,"allcorrected"
"291",5750,0.928571428571429,1,0.714285714285714,"allcorrected"
"292",5770,0.928571428571429,1,0.714285714285714,"allcorrected"
"293",5790,0.928571428571429,1,0.714285714285714,"allcorrected"
"294",5810,0.928571428571429,1,0.714285714285714,"allcorrected"
"295",5830,0.928571428571429,1,0.714285714285714,"allcorrected"
"296",5850,0.928571428571429,1,0.714285714285714,"allcorrected"
"297",5870,0.928571428571429,1,0.714285714285714,"allcorrected"
"298",5890,0.928571428571429,1,0.714285714285714,"allcorrected"
"299",5910,0.928571428571429,1,0.714285714285714,"allcorrected"
"300",5930,0.928571428571429,1,0.714285714285714,"allcorrected"
"301",5950,0.910714285714286,1,0.714285714285714,"allcorrected"
"302",5970,0.928571428571429,1,0.714285714285714,"allcorrected"
"303",5990,0.928571428571429,1,0.714285714285714,"allcorrected"
"304",6010,0.928571428571429,1,0.714285714285714,"allcorrected"
"305",6030,0.964285714285714,1,0.714285714285714,"allcorrected"
"306",6050,0.928571428571429,1,0.714285714285714,"allcorrected"
"307",6070,0.928571428571429,1,0.714285714285714,"allcorrected"
"308",6090,0.928571428571429,1,0.714285714285714,"allcorrected"
"309",6110,0.964285714285714,1,0.714285714285714,"allcorrected"
"310",6130,0.928571428571429,1,0.642857142857143,"allcorrected"
"311",6150,0.928571428571429,1,0.714285714285714,"allcorrected"
"312",6170,0.928571428571429,1,0.714285714285714,"allcorrected"
"313",6190,0.928571428571429,1,0.571428571428571,"allcorrected"
"314",6210,0.928571428571429,1,0.571428571428571,"allcorrected"
"315",6230,0.928571428571429,1,0.714285714285714,"allcorrected"
"316",6250,0.946428571428571,1,0.714285714285714,"allcorrected"
"317",6270,0.928571428571429,1,0.714285714285714,"allcorrected"
"318",6290,0.928571428571429,1,0.642857142857143,"allcorrected"
"319",6310,0.928571428571429,1,0.714285714285714,"allcorrected"
"320",6330,0.928571428571429,1,0.714285714285714,"allcorrected"
"321",6350,0.928571428571429,1,0.714285714285714,"allcorrected"
"322",6370,0.910714285714286,1,0.714285714285714,"allcorrected"
"323",6390,0.928571428571429,1,0.642857142857143,"allcorrected"
"324",6410,0.928571428571429,1,0.714285714285714,"allcorrected"
"325",6430,0.928571428571429,1,0.642857142857143,"allcorrected"
"326",6450,0.928571428571429,1,0.571428571428571,"allcorrected"
"327",6470,0.928571428571429,1,0.714285714285714,"allcorrected"
"328",6490,0.928571428571429,1,0.571428571428571,"allcorrected"
"329",6510,0.928571428571429,1,0.571428571428571,"allcorrected"
"330",6530,0.928571428571429,1,0.714285714285714,"allcorrected"
"331",6550,0.928571428571429,1,0.642857142857143,"allcorrected"
"332",6570,0.910714285714286,1,0.714285714285714,"allcorrected"
"333",6590,0.928571428571429,1,0.714285714285714,"allcorrected"
"334",6610,0.928571428571429,1,0.714285714285714,"allcorrected"
"335",6630,0.928571428571429,1,0.714285714285714,"allcorrected"
"336",6650,0.928571428571429,1,0.571428571428571,"allcorrected"
"337",6670,0.928571428571429,1,0.571428571428571,"allcorrected"
"338",6690,0.928571428571429,1,0.642857142857143,"allcorrected"
"339",6710,0.928571428571429,1,0.714285714285714,"allcorrected"
"340",6730,0.928571428571429,1,0.714285714285714,"allcorrected"
"341",6750,0.928571428571429,1,0.714285714285714,"allcorrected"
"342",6770,0.928571428571429,1,0.714285714285714,"allcorrected"
"343",6790,0.928571428571429,1,0.714285714285714,"allcorrected"
"344",6810,0.928571428571429,1,0.571428571428571,"allcorrected"
"345",6830,0.928571428571429,1,0.714285714285714,"allcorrected"
"346",6850,0.892857142857143,1,0.714285714285714,"allcorrected"
"347",6870,0.928571428571429,1,0.714285714285714,"allcorrected"
"348",6890,0.928571428571429,1,0.714285714285714,"allcorrected"
"349",6910,0.928571428571429,1,0.714285714285714,"allcorrected"
"350",6930,0.928571428571429,1,0.714285714285714,"allcorrected"
"351",6950,0.928571428571429,1,0.714285714285714,"allcorrected"
"352",6970,0.928571428571429,1,0.714285714285714,"allcorrected"
"353",6990,0.928571428571429,1,0.714285714285714,"allcorrected"
"354",7010,0.928571428571429,1,0.571428571428571,"allcorrected"
"355",7030,0.928571428571429,1,0.714285714285714,"allcorrected"
"356",7050,0.928571428571429,1,0.714285714285714,"allcorrected"
"357",7070,0.928571428571429,1,0.714285714285714,"allcorrected"
"358",7090,0.892857142857143,1,0.571428571428571,"allcorrected"
"359",7110,0.928571428571429,1,0.714285714285714,"allcorrected"
"360",7130,0.928571428571429,1,0.642857142857143,"allcorrected"
"361",7150,0.928571428571429,1,0.714285714285714,"allcorrected"
"362",7170,0.928571428571429,1,0.714285714285714,"allcorrected"
"363",7190,0.928571428571429,1,0.714285714285714,"allcorrected"
"364",7210,0.928571428571429,1,0.714285714285714,"allcorrected"
"365",7230,0.928571428571429,1,0.714285714285714,"allcorrected"
"366",7250,0.928571428571429,1,0.642857142857143,"allcorrected"
"367",7270,0.928571428571429,1,0.714285714285714,"allcorrected"
"368",7290,0.928571428571429,1,0.714285714285714,"allcorrected"
"369",7310,0.910714285714286,1,0.571428571428571,"allcorrected"
"370",7330,0.928571428571429,1,0.571428571428571,"allcorrected"
"371",7350,0.928571428571429,1,0.714285714285714,"allcorrected"
"372",7370,0.928571428571429,1,0.642857142857143,"allcorrected"
"373",7390,0.928571428571429,1,0.714285714285714,"allcorrected"
"374",7410,0.928571428571429,1,0.714285714285714,"allcorrected"
"375",7430,0.928571428571429,1,0.714285714285714,"allcorrected"
"376",7450,0.928571428571429,1,0.714285714285714,"allcorrected"
"377",7470,0.928571428571429,1,0.714285714285714,"allcorrected"
"378",7490,0.928571428571429,1,0.642857142857143,"allcorrected"
"379",7510,0.928571428571429,1,0.714285714285714,"allcorrected"
"380",7530,0.928571428571429,1,0.714285714285714,"allcorrected"
"381",7550,0.928571428571429,1,0.714285714285714,"allcorrected"
"382",7570,0.928571428571429,1,0.714285714285714,"allcorrected"
"383",7590,0.928571428571429,1,0.642857142857143,"allcorrected"
"384",7610,0.928571428571429,1,0.714285714285714,"allcorrected"
"385",7630,0.928571428571429,1,0.642857142857143,"allcorrected"
"386",7650,0.928571428571429,1,0.714285714285714,"allcorrected"
"387",7670,0.928571428571429,1,0.571428571428571,"allcorrected"
"388",7690,0.928571428571429,1,0.714285714285714,"allcorrected"
"389",7710,0.928571428571429,1,0.714285714285714,"allcorrected"
"390",7730,0.928571428571429,1,0.714285714285714,"allcorrected"
"391",7750,0.892857142857143,1,0.714285714285714,"allcorrected"
"392",7770,0.928571428571429,1,0.571428571428571,"allcorrected"
"393",7790,0.928571428571429,1,0.714285714285714,"allcorrected"
"394",7810,0.928571428571429,1,0.714285714285714,"allcorrected"
"395",7830,0.928571428571429,1,0.642857142857143,"allcorrected"
"396",7850,0.928571428571429,1,0.714285714285714,"allcorrected"
"397",7870,0.946428571428571,1,0.714285714285714,"allcorrected"
"398",7890,0.928571428571429,1,0.714285714285714,"allcorrected"
"399",7910,0.928571428571429,1,0.714285714285714,"allcorrected"
"400",7930,0.928571428571429,1,0.714285714285714,"allcorrected"
"401",7950,0.892857142857143,1,0.714285714285714,"allcorrected"
"402",7970,0.928571428571429,1,0.714285714285714,"allcorrected"
"403",7990,0.928571428571429,1,0.571428571428571,"allcorrected"
"404",8010,0.928571428571429,1,0.714285714285714,"allcorrected"
"405",8030,0.928571428571429,1,0.714285714285714,"allcorrected"
"406",8050,0.928571428571429,1,0.571428571428571,"allcorrected"
"407",8070,0.928571428571429,1,0.714285714285714,"allcorrected"
"408",8090,0.928571428571429,1,0.714285714285714,"allcorrected"
"409",8110,0.928571428571429,1,0.714285714285714,"allcorrected"
"410",8130,0.928571428571429,1,0.571428571428571,"allcorrected"
"411",8150,0.928571428571429,1,0.714285714285714,"allcorrected"
"412",8170,0.928571428571429,1,0.714285714285714,"allcorrected"
"413",8190,0.928571428571429,1,0.642857142857143,"allcorrected"
"414",8210,0.928571428571429,1,0.714285714285714,"allcorrected"
"415",8230,0.928571428571429,1,0.714285714285714,"allcorrected"
"416",8250,0.928571428571429,1,0.714285714285714,"allcorrected"
"417",8270,0.928571428571429,1,0.714285714285714,"allcorrected"
"418",8290,0.928571428571429,1,0.714285714285714,"allcorrected"
"419",8310,0.946428571428571,1,0.714285714285714,"allcorrected"
"420",8330,0.928571428571429,1,0.571428571428571,"allcorrected"
"421",8350,0.928571428571429,1,0.714285714285714,"allcorrected"
"422",8370,0.928571428571429,1,0.714285714285714,"allcorrected"
"423",8390,0.928571428571429,1,0.714285714285714,"allcorrected"
"424",8410,0.928571428571429,1,0.714285714285714,"allcorrected"
"425",8430,0.928571428571429,1,0.571428571428571,"allcorrected"
"426",8450,0.928571428571429,1,0.714285714285714,"allcorrected"
"427",8470,0.928571428571429,1,0.714285714285714,"allcorrected"
"428",8490,0.928571428571429,1,0.714285714285714,"allcorrected"
"429",8510,0.928571428571429,1,0.714285714285714,"allcorrected"
"430",8530,0.928571428571429,1,0.714285714285714,"allcorrected"
"431",8550,0.928571428571429,1,0.714285714285714,"allcorrected"
"432",8570,0.910714285714286,1,0.571428571428571,"allcorrected"
"433",8590,0.928571428571429,1,0.714285714285714,"allcorrected"
"434",8610,0.928571428571429,1,0.714285714285714,"allcorrected"
"435",8630,0.928571428571429,1,0.714285714285714,"allcorrected"
"436",8650,0.928571428571429,1,0.714285714285714,"allcorrected"
"437",8670,0.928571428571429,1,0.714285714285714,"allcorrected"
